;CD_ALUNO;NOMEDEP;NomeDepBol;RegiaoMetropolitana;CDREDE;DE;CODMUN;MUN;CODESC;TIPOCLASSE;SERIE_ANO;TURMA;CLASSE;SEXO;DT_NASCIMENTO;PERIODO;DEF1;DEF2;DEF3;DEF4;DEF5;Tip_PROVA;Tem_Nec;cad_prova_lp;cad_prova_mat;cad_prova_cie;particip_lp;particip_mat;particip_cie;TOTAL_PONTO_LP;TOTAL_PONTO_MAT;TOTAL_PONTO_CIE;porc_ACERT_lp;porc_ACERT_MAT;porc_CIE;profic_lp;profic_mat;profic_cie;nivel_profic_lp;nivel_profic_mat;nivel_profic_cie;classific_lp;classific_mat;classific_cie;validade
672562;29215649;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10273;0;9º Ano EF;B;261386262;F;20070905;MANHÃ;;;;;;C;0;25;25;25,0;1;1;1;12,0;7,0;13,0;50,0;29,2;54,2;232,7;193,9;280,3;Básico;Abaixo do Básico;Básico;Suficiente;Insuficiente;Suficiente;1
672591;29215960;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10285;0;9º Ano EF;A;261386296;F;20070918;TARDE;;;;;;C;0;18;18;18,0;1;1;1;16,0;6,0;9,0;66,7;25,0;37,5;252,7;219,2;232,7;Básico;Abaixo do Básico;Básico;Suficiente;Insuficiente;Suficiente;1
672629;29216111;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10273;0;9º Ano EF;A;261386254;M;20071124;MANHÃ;;;;;;C;0;11;11;11,0;1;1;1;18,0;8,0;13,0;75,0;33,3;54,2;281,7;234,5;236,7;Adequado;Básico;Básico;Suficiente;Suficiente;Suficiente;1
672714;29216613;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;35403;0;9º Ano EF;B;262335581;F;20071127;MANHÃ;;;;;;C;0;21;21;21,0;1;1;1;15,0;15,0;9,0;62,5;62,5;37,5;240,1;262,9;233,8;Básico;Básico;Básico;Suficiente;Suficiente;Suficiente;1
672766;29216801;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10273;0;9º Ano EF;B;261386262;F;20071130;MANHÃ;;;;;;C;0;8;8;8,0;1;1;0;19,0;8,0;;79,2;33,3;;243,0;235,7;;Básico;Básico;;Suficiente;Suficiente;;1
672854;29217396;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10273;0;9º Ano EF;B;261386262;M;20071210;MANHÃ;;;;;;C;0;7;7;7,0;1;1;1;19,0;7,0;14,0;79,2;29,2;58,3;277,8;217,6;279,5;Adequado;Abaixo do Básico;Básico;Suficiente;Insuficiente;Suficiente;1
672936;29217666;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10285;0;9º Ano EF;B;261386304;M;20070918;TARDE;;;;;;C;0;24;24;24,0;1;1;1;7,0;6,0;8,0;29,2;25,0;33,3;158,9;206,0;188,9;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
673172;29218715;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;904181;0;9º Ano EF;B;261415699;M;20071005;TARDE;;;;;;C;0;16;16;16,0;1;1;1;14,0;9,0;15,0;58,3;37,5;62,5;260,6;243,0;290,4;Básico;Básico;Básico;Suficiente;Suficiente;Suficiente;1
673266;29219187;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;904181;0;9º Ano EF;C;261415707;M;20071215;TARDE;;;;;;C;0;12;12;12,0;1;1;1;10,0;12,0;9,0;41,7;50,0;37,5;190,3;249,4;222,0;Abaixo do Básico;Básico;Abaixo do Básico;Insuficiente;Suficiente;Insuficiente;1
674121;29224769;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914782;0;9º Ano EF;B;260937651;F;20070707;MANHÃ;;;;;;C;0;15;15;15,0;1;1;1;14,0;9,0;10,0;58,3;37,5;41,7;237,3;231,9;257,1;Básico;Básico;Básico;Suficiente;Suficiente;Suficiente;1
675720;29237564;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;35403;0;9º Ano EF;B;262335581;F;20070902;MANHÃ;;;;;;C;0;3;3;3,0;1;1;1;10,0;10,0;13,0;41,7;41,7;54,2;226,7;209,0;276,3;Básico;Abaixo do Básico;Básico;Suficiente;Insuficiente;Suficiente;1
675726;29237606;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914848;0;9º Ano EF;A;260937727;F;20070720;MANHÃ;;;;;;C;0;3;3;3,0;1;1;1;13,0;2,0;9,0;54,2;8,3;37,5;240,5;159,8;234,0;Básico;Abaixo do Básico;Básico;Suficiente;Insuficiente;Suficiente;1
676066;29239143;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;40708;0;9º Ano EF;A;260916952;M;20070417;MANHÃ;;;;;;C;0;5;5;5,0;1;1;0;13,0;7,0;;54,2;29,2;;249,7;164,4;;Básico;Abaixo do Básico;;Suficiente;Insuficiente;;1
676313;29240979;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;44878;0;9º Ano EF;B;261406573;M;20070608;MANHÃ;;;;;;C;0;12;12;12,0;1;1;1;10,0;9,0;2,0;41,7;37,5;8,3;186,4;226,9;138,0;Abaixo do Básico;Básico;Abaixo do Básico;Insuficiente;Suficiente;Insuficiente;1
676332;29241099;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;46541;0;5º Ano EF;B;260750872;F;20090418;MANHÃ;;;;;;C;0;16;16;16,0;0;0;0;;;;;;;;;;;;;;;;1
676468;29242037;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;40708;0;9º Ano EF;B;260916978;M;20080505;MANHÃ;;;;;;C;0;8;8;8,0;1;1;1;16,0;13,0;7,0;66,7;54,2;29,2;245,9;272,2;228,7;Básico;Básico;Básico;Suficiente;Suficiente;Suficiente;1
676551;29242606;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10285;0;9º Ano EF;A;261386296;F;20080320;TARDE;;;;;;C;0;26;26;26,0;1;1;0;15,0;7,0;;62,5;29,2;;241,1;209,1;;Básico;Abaixo do Básico;;Suficiente;Insuficiente;;1
676784;29244048;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;40708;0;9º Ano EF;A;260916952;F;20080305;MANHÃ;;;;;;C;0;10;10;10,0;1;1;1;6,0;6,0;13,0;25,0;25,0;54,2;160,4;187,9;248,1;Abaixo do Básico;Abaixo do Básico;Básico;Insuficiente;Insuficiente;Suficiente;1
676852;29244280;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914782;0;9º Ano EF;A;260937644;M;20071104;MANHÃ;;;;;;C;0;26;26;26,0;1;1;1;3,0;6,0;10,0;12,5;25,0;41,7;137,7;198,6;200,5;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
676856;29244319;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;40708;0;9º Ano EF;A;260916952;F;20070707;MANHÃ;;;;;;C;0;20;20;20,0;1;1;1;9,0;5,0;11,0;37,5;20,8;45,8;207,7;160,9;235,9;Básico;Abaixo do Básico;Básico;Suficiente;Insuficiente;Suficiente;1
676925;29244577;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;40708;0;9º Ano EF;B;260916978;M;20070708;MANHÃ;;;;;;C;0;17;17;17,0;1;1;1;4,0;12,0;8,0;16,7;50,0;33,3;175,8;188,4;191,1;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
676955;29244737;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;40708;0;9º Ano EF;B;260916978;M;20080512;MANHÃ;;;;;;C;0;11;11;11,0;1;1;1;15,0;7,0;11,0;62,5;29,2;45,8;260,7;223,4;269,5;Básico;Abaixo do Básico;Básico;Suficiente;Insuficiente;Suficiente;1
676997;29244931;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;904181;0;9º Ano EF;C;261415707;F;20070911;TARDE;;;;;;C;0;7;7;7,0;1;1;1;18,0;11,0;6,0;75,0;45,8;25,0;273,4;263,4;205,4;Básico;Básico;Abaixo do Básico;Suficiente;Suficiente;Insuficiente;1
677025;29245114;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;35403;0;9º Ano EF;B;262335581;F;20080427;MANHÃ;;;;;;C;0;7;7;7,0;0;0;1;;;14,0;;;58,3;;;300,5;;;Adequado;;;Suficiente;1
677721;29255180;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914782;0;9º Ano EF;D;260937677;M;20070110;TARDE;;;;;;C;0;19;19;19,0;0;0;0;;;;;;;;;;;;;;;;1
677907;29259104;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10285;0;9º Ano EF;B;261386304;M;20080308;TARDE;;;;;;C;0;14;14;14,0;0;0;1;;;6,0;;;25,0;;;204,9;;;Abaixo do Básico;;;Insuficiente;1
677910;29259131;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914782;0;9º Ano EF;C;260937669;F;20080323;TARDE;;;;;;C;0;10;10;10,0;1;1;1;17,0;11,0;15,0;70,8;45,8;62,5;263,8;258,9;304,1;Básico;Básico;Adequado;Suficiente;Suficiente;Suficiente;1
677920;29259482;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;35403;0;9º Ano EF;A;262335235;M;20080324;MANHÃ;;;;;;C;0;6;6;6,0;1;1;1;7,0;2,0;5,0;29,2;8,3;20,8;150,3;135,1;196,8;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
678179;29265222;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;918817;0;9º Ano EF;A;262305444;M;20070815;MANHÃ;;;;;;C;0;6;6;6,0;1;1;1;24,0;24,0;23,0;100,0;100,0;95,8;360,8;389,6;388,6;Avançado;Avançado;Avançado;Avançado;Avançado;Avançado;1
678284;29268594;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;918817;0;9º Ano EF;A;262305444;M;20080427;MANHÃ;;;;;;C;0;17;17;17,0;1;1;1;12,0;12,0;13,0;50,0;50,0;54,2;238,7;238,1;239,1;Básico;Básico;Básico;Suficiente;Suficiente;Suficiente;1
678307;29269125;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;918817;0;9º Ano EF;A;262305444;M;20080606;MANHÃ;;;;;;C;0;20;20;20,0;1;1;1;19,0;19,0;15,0;79,2;79,2;62,5;290,7;324,8;297,7;Adequado;Adequado;Básico;Suficiente;Suficiente;Suficiente;1
678586;29274516;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10273;0;9º Ano EF;B;261386262;F;20071121;MANHÃ;;;;;;C;0;4;4;4,0;1;1;1;3,0;4,0;5,0;12,5;16,7;20,8;150,7;159,5;154,8;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
678602;29274668;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10273;0;9º Ano EF;B;261386262;F;20071121;MANHÃ;;;;;;C;0;5;5;5,0;1;1;1;13,0;1,0;9,0;54,2;4,2;37,5;245,1;131,3;248,5;Básico;Abaixo do Básico;Básico;Suficiente;Insuficiente;Suficiente;1
678833;29277001;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;917084;0;5º Ano EF;A;261240022;M;20111002;MANHÃ;;;;;;C;0;2;2;2,0;1;1;1;11,0;6,0;10,0;45,8;25,0;41,7;160,1;137,3;179,7;Básico;Abaixo do Básico;Básico;Suficiente;Insuficiente;Suficiente;1
679042;29280208;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914782;0;9º Ano EF;D;260937677;M;20071229;TARDE;;;;;;C;0;16;16;16,0;1;1;1;6,0;6,0;8,0;25,0;25,0;33,3;159,5;187,0;173,2;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
679057;29280636;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914782;0;9º Ano EF;D;260937677;F;20071229;TARDE;;;;;;C;0;23;23;23,0;1;1;1;10,0;9,0;11,0;41,7;37,5;45,8;216,9;220,7;225,7;Básico;Abaixo do Básico;Básico;Suficiente;Insuficiente;Suficiente;1
679064;29280864;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914782;0;9º Ano EF;C;260937669;F;20080608;TARDE;;;;;;C;0;21;21;21,0;1;1;1;19,0;17,0;18,0;79,2;70,8;75,0;288,4;316,9;309,0;Adequado;Adequado;Adequado;Suficiente;Suficiente;Suficiente;1
679080;29281183;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;918817;0;9º Ano EF;A;262305444;F;20070929;MANHÃ;;;;;;C;0;1;1;1,0;1;1;1;14,0;5,0;13,0;58,3;20,8;54,2;246,2;194,7;249,9;Básico;Abaixo do Básico;Básico;Suficiente;Insuficiente;Suficiente;1
679094;29281445;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;904193;0;9º Ano EF;A;261415715;M;20080514;MANHÃ;;;;;;C;0;10;10;10,0;1;1;1;15,0;7,0;20,0;62,5;29,2;83,3;239,1;190,7;337,8;Básico;Abaixo do Básico;Adequado;Suficiente;Insuficiente;Suficiente;1
679110;29281822;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914782;0;9º Ano EF;C;260937669;F;20070810;TARDE;;;;;;C;0;20;20;20,0;1;1;1;14,0;10,0;12,0;58,3;41,7;50,0;244,1;229,4;273,0;Básico;Básico;Básico;Suficiente;Suficiente;Suficiente;1
679171;29283329;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;44878;0;9º Ano EF;B;261406573;M;20071015;MANHÃ;;;;;;C;0;10;10;10,0;1;1;1;16,0;13,0;14,0;66,7;54,2;58,3;268,6;285,8;300,4;Básico;Básico;Adequado;Suficiente;Suficiente;Suficiente;1
679203;29283908;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;44878;0;9º Ano EF;B;261406573;F;20071023;MANHÃ;;;;;;C;0;19;19;19,0;1;1;1;22,0;21,0;16,0;91,7;87,5;66,7;297,7;332,6;336,5;Adequado;Adequado;Adequado;Suficiente;Suficiente;Suficiente;1
679292;29286050;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914782;0;9º Ano EF;B;260937651;F;20070501;MANHÃ;;;;;;C;0;24;24;24,0;1;1;1;12,0;5,0;8,0;50,0;20,8;33,3;202,2;201,5;210,0;Básico;Abaixo do Básico;Abaixo do Básico;Suficiente;Insuficiente;Insuficiente;1
681390;29316726;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10273;0;9º Ano EF;C;261386270;M;20080315;MANHÃ;;;;;;C;0;24;24;24,0;1;1;1;12,0;13,0;9,0;50,0;54,2;37,5;216,1;281,2;213,6;Básico;Básico;Abaixo do Básico;Suficiente;Suficiente;Insuficiente;1
682067;29323696;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;904193;0;9º Ano EF;A;261415715;M;20080302;MANHÃ;;;;;;C;0;11;11;11,0;0;0;0;;;;;;;;;;;;;;;;1
682540;29328579;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10273;0;9º Ano EF;C;261386270;M;20080415;MANHÃ;;;;;;C;0;20;20;20,0;1;1;1;17,0;17,0;14,0;70,8;70,8;58,3;276,5;300,4;287,3;Adequado;Adequado;Básico;Suficiente;Suficiente;Suficiente;1
682790;29331341;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;44878;0;9º Ano EF;B;261406573;F;20080206;MANHÃ;;;;;;C;0;26;26;26,0;1;1;1;13,0;8,0;13,0;54,2;33,3;54,2;230,0;241,8;275,7;Básico;Básico;Básico;Suficiente;Suficiente;Suficiente;1
683052;29334098;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10285;0;9º Ano EF;A;261386296;M;20080607;TARDE;;;;;;C;0;17;17;17,0;1;1;1;21,0;11,0;21,0;87,5;45,8;87,5;324,7;239,4;350,7;Adequado;Básico;Avançado;Suficiente;Suficiente;Avançado;1
683277;29336469;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;918817;0;9º Ano EF;A;262305444;F;20080108;MANHÃ;;;;;;C;0;5;5;5,0;1;1;1;15,0;14,0;8,0;62,5;58,3;33,3;268,3;267,5;224,7;Básico;Básico;Abaixo do Básico;Suficiente;Suficiente;Insuficiente;1
683287;29336495;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;918817;0;9º Ano EF;A;262305444;F;20080110;MANHÃ;;;;;;C;0;4;4;4,0;0;0;0;;;;;;;;;;;;;;;;1
683295;29336633;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10273;0;9º Ano EF;C;261386270;F;20080221;MANHÃ;;;;;;C;0;12;12;12,0;1;1;1;15,0;9,0;11,0;62,5;37,5;45,8;242,7;217,0;253,6;Básico;Abaixo do Básico;Básico;Suficiente;Insuficiente;Suficiente;1
684068;29341914;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;44878;0;9º Ano EF;A;261406565;M;20070503;MANHÃ;;;;;;C;0;14;14;14,0;1;1;1;11,0;10,0;12,0;45,8;41,7;50,0;210,3;252,1;226,7;Básico;Básico;Básico;Suficiente;Suficiente;Suficiente;1
685297;29351523;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;35403;0;9º Ano EF;A;262335235;F;20070428;MANHÃ;;;;;;C;0;5;5;5,0;1;1;1;17,0;16,0;16,0;70,8;66,7;66,7;283,7;281,4;315,3;Adequado;Básico;Adequado;Suficiente;Suficiente;Suficiente;1
685425;29353445;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914848;0;9º Ano EF;A;260937727;M;20070801;MANHÃ;;;;;;C;0;5;5;5,0;0;0;0;;;;;;;;;;;;;;;;1
685650;29358123;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10273;0;9º Ano EF;C;261386270;M;20080607;MANHÃ;;;;;;C;0;21;21;21,0;1;1;1;17,0;13,0;14,0;70,8;54,2;58,3;264,5;272,2;311,1;Básico;Básico;Adequado;Suficiente;Suficiente;Suficiente;1
685907;29360982;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914782;0;9º Ano EF;C;260937669;M;20080222;TARDE;;;;;;C;0;9;9;9,0;1;1;0;16,0;18,0;;66,7;75,0;;250,2;322,8;;Básico;Adequado;;Suficiente;Suficiente;;1
686116;29362598;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;904193;0;9º Ano EF;B;261415723;F;20070322;MANHÃ;;;;;;C;0;25;25;25,0;1;1;1;15,0;9,0;11,0;62,5;37,5;45,8;249,9;229,8;256,3;Básico;Básico;Básico;Suficiente;Suficiente;Suficiente;1
686430;29366100;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;919007;0;5º Ano EF;A;260757547;M;20111016;MANHÃ;;;;;;C;0;25;25;25,0;1;1;1;17,0;16,0;20,0;70,8;66,7;83,3;217,8;231,5;275,2;Adequado;Adequado;Avançado;Suficiente;Suficiente;Avançado;1
686435;29366177;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;46541;0;5º Ano EF;A;260750864;M;20110707;MANHÃ;;;;;;C;0;20;20;20,0;1;1;1;23,0;19,0;15,0;95,8;79,2;62,5;298,7;256,3;244,2;Avançado;Adequado;Adequado;Avançado;Suficiente;Suficiente;1
686458;29366443;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914782;0;9º Ano EF;C;260937669;F;20080301;TARDE;;;;;;C;0;26;26;26,0;1;1;0;12,0;9,0;;50,0;37,5;;224,1;229,6;;Básico;Básico;;Suficiente;Suficiente;;1
686468;29366508;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;919007;0;5º Ano EF;A;260757547;F;20110813;MANHÃ;;;;;;C;0;17;17;17,0;1;1;1;12,0;10,0;12,0;50,0;41,7;50,0;177,0;181,9;219,9;Básico;Básico;Básico;Suficiente;Suficiente;Suficiente;1
686528;29366960;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;904193;0;9º Ano EF;A;261415715;M;20070306;MANHÃ;;;;;;C;0;25;25;25,0;1;1;1;22,0;15,0;17,0;91,7;62,5;70,8;314,1;289,5;324,8;Adequado;Básico;Adequado;Suficiente;Suficiente;Suficiente;1
687688;29379786;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10285;0;9º Ano EF;A;261386296;F;20070630;TARDE;;;;;;C;0;4;4;4,0;1;1;1;10,0;10,0;15,0;41,7;41,7;62,5;221,8;218,9;278,2;Básico;Abaixo do Básico;Básico;Suficiente;Insuficiente;Suficiente;1
687965;29382821;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10285;0;9º Ano EF;A;261386296;F;20070915;TARDE;;;;;;C;0;23;23;23,0;1;1;1;19,0;13,0;16,0;79,2;54,2;66,7;298,2;268,5;309,7;Adequado;Básico;Adequado;Suficiente;Suficiente;Suficiente;1
688019;29383650;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;912402;0;5º Ano EF;A;261239016;M;20110830;MANHÃ;;;;;;C;0;23;23;23,0;1;1;1;20,0;23,0;10,0;83,3;95,8;41,7;248,7;302,4;194,6;Adequado;Avançado;Básico;Suficiente;Avançado;Suficiente;1
688020;29383656;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;49086;0;5º Ano EF;A;260751334;M;20111005;TARDE;;;;;;C;0;13;13;13,0;1;1;1;12,0;14,0;9,0;50,0;58,3;37,5;164,9;212,0;213,1;Básico;Básico;Básico;Suficiente;Suficiente;Suficiente;1
688021;29383670;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;912402;0;5º Ano EF;A;261239016;M;20110703;MANHÃ;;;;;;C;0;25;25;25,0;1;1;1;7,0;6,0;7,0;29,2;25,0;29,2;132,0;149,8;119,9;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
688022;29383677;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;49086;0;5º Ano EF;A;260751334;M;20110813;TARDE;;;;;;C;0;17;17;17,0;1;1;1;15,0;14,0;13,0;62,5;58,3;54,2;174,9;209,8;222,8;Básico;Básico;Básico;Suficiente;Suficiente;Suficiente;1
688023;29383685;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;49086;0;5º Ano EF;A;260751334;M;20111003;TARDE;;;;;;C;0;23;23;23,0;1;1;1;15,0;12,0;14,0;62,5;50,0;58,3;187,4;207,5;250,0;Básico;Básico;Adequado;Suficiente;Suficiente;Suficiente;1
688025;29383701;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;49086;0;5º Ano EF;A;260751334;M;20110905;TARDE;;;;;;C;0;2;2;2,0;1;1;1;15,0;19,0;17,0;62,5;79,2;70,8;177,9;250,7;243,7;Básico;Adequado;Adequado;Suficiente;Suficiente;Suficiente;1
688028;29383709;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;49086;0;5º Ano EF;B;260751342;M;20110803;TARDE;;;;;;C;0;15;15;15,0;1;1;1;21,0;22,0;13,0;87,5;91,7;54,2;265,5;307,3;223,8;Avançado;Avançado;Básico;Avançado;Avançado;Suficiente;1
