;CD_ALUNO;NOMEDEP;NomeDepBol;RegiaoMetropolitana;CDREDE;DE;CODMUN;MUN;CODESC;TIPOCLASSE;SERIE_ANO;TURMA;CLASSE;SEXO;DT_NASCIMENTO;PERIODO;NEC_ESP_1;NEC_ESP_2;NEC_ESP_3;NEC_ESP_4;NEC_ESP_5;Tip_PROVA;Tem_Nec;cad_prova_lp;cad_prova_mat;particip_lp;particip_mat;TOTAL_PONTO_LP;TOTAL_PONTO_MAT;porc_ACERT_lp;porc_ACERT_MAT;profic_lp;profic_mat;nivel_profic_lp;nivel_profic_mat;classific_lp;classific_mat;validade
953460;26384289;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;9º Ano EF;d;231363409;F;20050227;TARDE;0;0;0;0;0;C;0;26,0;26,0;1;1;22,0;17,0;91,7;70,8;341,5;319,9;Avançado;Adequado;Avançado;Suficiente;1
953587;22603536;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10273;0;9º Ano EF;A;232163857;M;20050308;MANHÃ;0;0;0;0;0;C;0;17,0;17,0;1;1;8,0;6,0;33,3;25,0;186,8;209,1;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;1
953893;28708082;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;912402;0;5º Ano EF;A;231602665;M;20080721;MANHÃ;0;0;0;0;0;C;0;4,0;4,0;1;1;22,0;16,0;91,7;66,7;263,7;240,5;Avançado;Adequado;Avançado;Suficiente;1
953944;26758528;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10273;0;9º Ano EF;A;232163857;F;20050429;MANHÃ;0;0;0;0;0;C;0;18,0;18,0;1;1;12,0;16,0;50,0;66,7;227,3;303,1;Básico;Adequado;Suficiente;Suficiente;1
954189;27364698;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;904181;0;9º Ano EF;B;232230870;M;20050524;TARDE;0;0;0;0;0;C;0;25,0;25,0;1;1;16,0;10,0;66,7;41,7;274,6;244,8;Básico;Básico;Suficiente;Suficiente;1
954450;20795676;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;49086;0;EM-3ª série;B;232468231;M;20010201;MANHÃ;0;0;0;0;0;C;0;8,0;8,0;1;1;8,0;8,0;33,3;33,3;223,5;273,9;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;1
954565;25089796;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;9º Ano EF;D;231518721;M;20050709;TARDE;0;0;0;0;0;C;0;25,0;25,0;1;1;11,0;11,0;45,8;45,8;229,7;250,9;Básico;Básico;Suficiente;Suficiente;1
955193;22174117;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;EM-3ª série;C;232244947;M;20020510;MANHÃ;0;0;0;0;0;C;0;16,0;16,0;1;1;2,0;3,0;8,3;12,5;179,1;180,2;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;1
955400;25164007;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10273;0;EM-3ª série;B;232213033;F;20010308;MANHÃ;0;0;0;0;0;C;0;13,0;13,0;1;1;17,0;6,0;70,8;25,0;304,8;214,3;Adequado;Abaixo do Básico;Suficiente;Insuficiente;1
955497;27498795;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46536;0;5º Ano EF;C;232082107;M;20090211;TARDE;0;0;0;0;0;C;0;14,0;14,0;1;1;15,0;14,0;62,5;58,3;210,0;207,3;Adequado;Básico;Suficiente;Suficiente;1
955961;33296315;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;49086;0;3º Ano EF;A;232099101;F;20110302;MANHÃ;0;0;0;0;0;C;0;;;1;1;;;;;140,5;178,3;Básico;Básico;Suficiente;Suficiente;1
956096;27016297;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;9º Ano EF;B;233857515;M;20051230;TARDE;0;0;0;0;0;C;0;7,0;7,0;1;1;6,0;5,0;25,0;20,8;185,5;202,1;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;1
956161;27701679;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46541;0;5º Ano EF;B;232293811;M;20090610;MANHÃ;0;0;0;0;0;C;0;26,0;26,0;1;1;21,0;17,0;87,5;70,8;247,0;236,2;Adequado;Adequado;Suficiente;Suficiente;1
956209;31522265;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46536;0;5º Ano EF;C;232082107;F;20080715;TARDE;0;0;0;0;0;C;0;21,0;21,0;1;1;19,0;22,0;79,2;91,7;251,1;288,3;Avançado;Avançado;Avançado;Avançado;1
956474;26098894;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;902160;0;9º Ano EF;A;232151811;F;20050126;MANHÃ;0;0;0;0;0;C;0;13,0;13,0;1;1;11,0;14,0;45,8;58,3;210,9;271,7;Básico;Básico;Suficiente;Suficiente;1
957032;22215594;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;40708;0;EM-3ª série;A;232126953;M;20020426;MANHÃ;0;0;0;0;0;C;0;8,0;8,0;1;1;8,0;14,0;33,3;58,3;254,2;326,2;Básico;Básico;Suficiente;Suficiente;1
957760;29220176;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;917084;0;5º Ano EF;B;232963579;F;20090529;MANHÃ;0;0;0;0;0;C;0;2,0;2,0;1;1;19,0;20,0;79,2;83,3;226,9;254,9;Adequado;Adequado;Suficiente;Suficiente;1
958230;30562902;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;40708;0;9º Ano EF;B;232122960;F;20050126;TARDE;0;0;0;0;0;C;0;12,0;12,0;1;1;17,0;12,0;70,8;50,0;284,7;276,1;Adequado;Básico;Suficiente;Suficiente;1
958301;29383873;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;49086;0;3º Ano EF;B;232099127;F;20110407;MANHÃ;0;0;0;0;0;C;0;;;1;1;;;;;125,7;146,7;Básico;Abaixo do Básico;Suficiente;Insuficiente;1
958481;29216052;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;917084;0;3º Ano EF;A;232761338;M;20110114;MANHÃ;0;0;0;0;0;C;0;;;1;1;;;;;169,2;221,3;Básico;Adequado;Suficiente;Suficiente;1
958764;26502143;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;EM-3ª série;C;231552639;M;20020211;MANHÃ;0;0;0;0;0;C;0;26,0;26,0;1;1;11,0;8,0;45,8;33,3;286,8;267,2;Básico;Abaixo do Básico;Suficiente;Insuficiente;1
958784;22292718;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10273;0;EM-3ª série;C;232213108;F;20020505;MANHÃ;0;0;0;0;0;C;0;5,0;5,0;1;1;18,0;11,0;75,0;45,8;327,5;307,4;Adequado;Básico;Suficiente;Suficiente;1
958798;22519257;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;40708;0;EM-3ª série;A;232126953;F;20020926;MANHÃ;0;0;0;0;0;C;0;13,0;13,0;1;1;9,0;12,0;37,5;50,0;227,8;264,5;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;1
959352;24648338;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;EM-3ª série;E;231552209;F;20021213;NOITE;0;0;0;0;0;C;0;1,0;1,0;1;0;16,0;;66,7;;310,9;;Adequado;;Suficiente;;1
959903;32377361;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;912402;0;3º Ano EF;A;231602228;M;20110504;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;101,8;126,0;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;1
959931;24378838;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;EM-3ª série;C;231339367;F;20020814;MANHÃ;0;0;0;0;0;C;0;18,0;18,0;1;1;8,0;6,0;33,3;25,0;244,2;233,7;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;1
960020;27914123;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;49086;0;5º Ano EF;C;232100016;F;20080925;TARDE;0;0;0;0;0;C;0;18,0;18,0;1;1;17,0;23,0;70,8;95,8;215,1;316,6;Adequado;Avançado;Suficiente;Avançado;1
960444;32968626;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;49086;0;3º Ano EF;A;232099101;F;20110303;MANHÃ;0;0;0;0;0;C;0;;;0;1;;;;;;212,3;;Adequado;;Suficiente;1
960948;27939411;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10273;0;9º Ano EF;C;232163972;F;20041005;MANHÃ;11;0;0;0;0;C;1;10,0;10,0;1;1;7,0;6,0;29,2;25,0;150,5;205,6;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;0
961313;23521231;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;49086;0;EM-3ª série;B;232468231;M;20020908;MANHÃ;0;0;0;0;0;C;0;17,0;17,0;1;1;21,0;11,0;87,5;45,8;354,3;297,3;Adequado;Básico;Suficiente;Suficiente;1
961573;31244176;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46541;0;3º Ano EF;D;232282277;F;20110404;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;121,4;111,3;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;1
961795;20135030;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;EM-3ª série;F;231552290;M;20000703;NOITE;0;0;0;0;0;C;0;22,0;22,0;0;0;;;;;;;;;;;1
962021;20130576;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;40708;0;EM-3ª série;A;232126953;M;20021227;MANHÃ;0;0;0;0;0;C;0;2,0;2,0;1;1;7,0;9,0;29,2;37,5;219,9;283,2;Abaixo do Básico;Básico;Insuficiente;Suficiente;1
962806;28328243;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;917084;0;5º Ano EF;A;232157917;M;20090319;MANHÃ;0;0;0;0;0;C;0;7,0;7,0;1;1;10,0;11,0;41,7;45,8;164,3;182,8;Básico;Básico;Suficiente;Suficiente;1
963032;21829016;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;902160;0;EM-3ª série;B;232153429;F;20001121;NOITE;0;0;0;0;0;C;0;2,0;2,0;1;1;5,0;6,0;20,8;25,0;183,5;256,9;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;1
964017;22441326;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;904193;0;9º Ano EF;A;232091603;F;20050407;MANHÃ;0;0;0;0;0;C;0;16,0;16,0;1;1;19,0;15,0;79,2;62,5;295,9;296,5;Adequado;Básico;Suficiente;Suficiente;1
964037;25202248;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;9º Ano EF;C;231518663;M;20050521;TARDE;0;0;0;0;0;C;0;6,0;6,0;0;0;;;;;;;;;;;1
964148;26547174;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;918817;0;7º Ano EF;A;232247395;M;20061230;MANHÃ;0;0;0;0;0;C;0;17,0;17,0;1;1;16,0;17,0;66,7;70,8;245,0;298,6;Adequado;Adequado;Suficiente;Suficiente;1
964156;29957198;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46541;0;5º Ano EF;A;232293753;M;20080602;MANHÃ;0;0;0;0;0;C;0;11,0;11,0;1;1;19,0;14,0;79,2;58,3;230,3;209,0;Adequado;Básico;Suficiente;Suficiente;1
964429;30445014;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;918817;0;7º Ano EF;A;232247395;F;20061226;MANHÃ;0;0;0;0;0;C;0;15,0;15,0;1;1;18,0;19,0;75,0;79,2;258,0;287,2;Adequado;Adequado;Suficiente;Suficiente;1
964665;23804777;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;EM-3ª série;G;231552357;M;20020803;NOITE;0;0;0;0;0;C;0;6,0;6,0;0;1;;12,0;;50,0;;311,9;;Básico;;Suficiente;1
965962;23506619;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;EM-3ª série;F;231552290;F;20020105;NOITE;0;0;0;0;0;C;0;5,0;5,0;1;1;15,0;8,0;62,5;33,3;307,6;261,3;Adequado;Abaixo do Básico;Suficiente;Insuficiente;1
966023;25552262;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;9º Ano EF;A;232234278;M;20030731;TARDE;0;0;0;0;0;C;0;10,0;10,0;1;1;9,0;4,0;37,5;16,7;193,5;186,9;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;1
966301;31878266;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;917084;0;3º Ano EF;A;232761338;M;20100730;MANHÃ;0;0;0;0;0;C;0;;;0;0;;;;;;;;;;;1
966775;28607241;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;49086;0;5º Ano EF;B;232099994;M;20080329;TARDE;0;0;0;0;0;C;0;19,0;19,0;1;1;15,0;18,0;62,5;75,0;192,5;236,3;Básico;Adequado;Suficiente;Suficiente;1
967365;27371788;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;9º Ano EF;D;231518721;F;20050607;TARDE;0;0;0;0;0;C;0;3,0;3,0;1;1;23,0;14,0;95,8;58,3;347,4;285,7;Avançado;Básico;Avançado;Suficiente;1
967400;26036687;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;49086;0;9º Ano EF;A;232111823;M;20050728;TARDE;0;0;0;0;0;C;0;24,0;24,0;1;1;13,0;8,0;54,2;33,3;247,3;214,6;Básico;Abaixo do Básico;Suficiente;Insuficiente;1
967922;23377311;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;44878;0;EM-3ª série;B;232230458;F;20021112;MANHÃ;0;0;0;0;0;C;0;22,0;22,0;1;1;18,0;11,0;75,0;45,8;322,1;306,0;Adequado;Básico;Suficiente;Suficiente;1
968045;29383801;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;49086;0;3º Ano EF;A;232099101;M;20101108;MANHÃ;0;0;0;0;0;C;0;;;1;1;;;;;169,1;239,4;Básico;Adequado;Suficiente;Suficiente;1
968046;29775906;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;904181;0;9º Ano EF;B;232230870;F;20050217;TARDE;0;0;0;0;0;C;0;7,0;7,0;1;1;14,0;14,0;58,3;58,3;264,4;293,9;Básico;Básico;Suficiente;Suficiente;1
968208;26409291;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10273;0;9º Ano EF;A;232163857;M;20041008;MANHÃ;0;0;0;0;0;C;0;15,0;15,0;1;1;8,0;11,0;33,3;45,8;200,0;216,3;Básico;Abaixo do Básico;Suficiente;Insuficiente;1
969228;29406046;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46541;0;3º Ano EF;C;232282178;M;20101104;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;219,0;251,6;Adequado;Avançado;Suficiente;Avançado;1
969283;23900908;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;902160;0;EM-3ª série;B;232153429;M;20021202;NOITE;0;0;0;0;0;C;0;14,0;14,0;1;0;4,0;;16,7;;191,2;;Abaixo do Básico;;Insuficiente;;1
969376;27371575;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;918830;0;5º Ano EF;A;232085712;M;20090214;MANHÃ;0;0;0;0;0;C;0;4,0;4,0;1;1;12,0;9,0;50,0;37,5;182,2;159,5;Básico;Abaixo do Básico;Suficiente;Insuficiente;1
969387;22451947;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;EM-3ª série;A;232242388;M;20000707;MANHÃ;0;0;0;0;0;C;0;12,0;12,0;1;1;4,0;5,0;16,7;20,8;180,7;195,7;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;1
970004;31522310;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46536;0;3º Ano EF;D;232073924;M;20090818;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;266,9;304,7;Avançado;Avançado;Avançado;Avançado;1
970437;24910865;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;40708;0;EM-3ª série;B;232490169;M;20020801;MANHÃ;0;0;0;0;0;C;0;14,0;14,0;0;1;;15,0;;62,5;;324,5;;Básico;;Suficiente;1
970636;22820645;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10273;0;EM-3ª série;C;232213108;M;20020609;MANHÃ;0;0;0;0;0;C;0;4,0;4,0;1;1;17,0;21,0;70,8;87,5;315,6;371,5;Adequado;Adequado;Suficiente;Suficiente;1
970716;22163600;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;EM-3ª série;B;232243972;M;20020804;MANHÃ;0;0;0;0;0;C;0;9,0;9,0;1;1;17,0;13,0;70,8;54,2;325,8;306,8;Adequado;Básico;Suficiente;Suficiente;1
970836;23570243;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10273;0;EM-3ª série;B;232213033;M;20021116;MANHÃ;0;0;0;0;0;C;0;22,0;22,0;0;1;;4,0;;16,7;;177,9;;Abaixo do Básico;;Insuficiente;1
970947;29673088;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;917084;0;3º Ano EF;A;232761338;F;20100904;MANHÃ;0;0;0;0;0;C;0;;;1;1;;;;;184,7;152,0;Adequado;Básico;Suficiente;Suficiente;1
971146;19986138;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10273;0;EM-3ª série;A;232212415;M;20020302;MANHÃ;0;0;0;0;0;C;0;20,0;20,0;1;1;16,0;13,0;66,7;54,2;317,8;316,7;Adequado;Básico;Suficiente;Suficiente;1
971442;26559745;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;902160;0;9º Ano EF;A;232151811;F;20050615;MANHÃ;0;0;0;0;0;C;0;17,0;17,0;1;1;17,0;17,0;70,8;70,8;271,6;310,5;Básico;Adequado;Suficiente;Suficiente;1
971501;25570073;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;49086;0;9º Ano EF;A;232111823;M;20050328;TARDE;0;0;0;0;0;C;0;15,0;15,0;1;1;21,0;22,0;87,5;91,7;311,6;353,3;Adequado;Avançado;Suficiente;Avançado;1
971752;25701017;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;902160;0;EM-3ª série;B;232153429;M;20020519;NOITE;0;0;0;0;0;C;0;21,0;21,0;1;1;7,0;6,0;29,2;25,0;200,6;227,3;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;1
971900;32169336;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46536;0;3º Ano EF;A;232073965;F;20101129;MANHÃ;0;0;0;0;0;C;0;;;1;1;;;;;175,4;236,6;Adequado;Adequado;Suficiente;Suficiente;1
971964;24901605;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914848;0;9º Ano EF;A;232138636;M;20040519;MANHÃ;0;0;0;0;0;C;0;11,0;11,0;0;0;;;;;;;;;;;1
972302;22263711;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;40708;0;EM-3ª série;B;232490169;F;20020716;MANHÃ;0;0;0;0;0;C;0;13,0;13,0;1;1;13,0;11,0;54,2;45,8;287,8;286,7;Básico;Básico;Suficiente;Suficiente;1
972900;30960494;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;912402;0;3º Ano EF;B;231602293;M;20101105;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;191,7;192,3;Adequado;Básico;Suficiente;Suficiente;1
972923;31163693;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46536;0;5º Ano EF;B;232082412;F;20081101;MANHÃ;0;0;0;0;0;C;0;13,0;13,0;1;1;21,0;17,0;87,5;70,8;267,4;230,6;Avançado;Adequado;Avançado;Suficiente;1
973371;28447783;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;9º Ano EF;C;231359886;M;20050418;TARDE;0;0;0;0;0;C;0;22,0;22,0;1;1;4,0;11,0;16,7;45,8;173,1;272,1;Abaixo do Básico;Básico;Insuficiente;Suficiente;1
973632;23550720;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;904181;0;EM-3ª série;A;232243758;F;20020704;NOITE;0;0;0;0;0;C;0;10,0;10,0;1;1;6,0;4,0;25,0;16,7;219,6;222,1;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;1
973660;20799859;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;EM-3ª série;D;231339474;F;20020704;MANHÃ;0;0;0;0;0;C;0;16,0;16,0;1;1;4,0;2,0;16,7;8,3;219,2;197,9;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;1
973717;23569236;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;EM-3ª série;E;231552209;M;20020814;NOITE;0;0;0;0;0;C;0;25,0;25,0;0;0;;;;;;;;;;;1
974210;28674806;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;919007;0;5º Ano EF;C;231494964;F;20090601;TARDE;0;0;0;0;0;C;0;7,0;7,0;1;1;21,0;17,0;87,5;70,8;259,3;233,3;Avançado;Adequado;Avançado;Suficiente;1
974600;30384922;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;917084;0;5º Ano EF;B;232963579;F;20080503;MANHÃ;0;0;0;0;0;C;0;7,0;7,0;1;1;10,0;4,0;41,7;16,7;164,6;140,5;Básico;Abaixo do Básico;Suficiente;Insuficiente;1
974886;22502054;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914848;0;EM-3ª série;A;232142356;M;20021227;MANHÃ;0;0;0;0;0;C;0;9,0;9,0;1;1;10,0;14,0;41,7;58,3;264,1;319,1;Básico;Básico;Suficiente;Suficiente;1
975144;35804862;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;9º Ano EF;D;231518721;F;20040922;TARDE;0;0;0;0;0;C;0;19,0;19,0;1;1;13,0;14,0;54,2;58,3;240,2;284,3;Básico;Básico;Suficiente;Suficiente;1
975765;24911138;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;EM-3ª série;C;232244947;F;20020804;MANHÃ;0;0;0;0;0;C;0;7,0;7,0;1;1;9,0;7,0;37,5;29,2;249,0;241,3;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;1
